ID,数学,判定
20020427,8,不合格
20020428,67,B
20020429,25,不合格
20020430,63,B
20020431,0,不合格
20020432,64,B
20020433,23,不合格
20020434,61,B
20020435,89,A
20020436,43,不合格
20020437,66,B
20020438,34,不合格
20020439,19,不合格
20020440,87,A
20020441,81,A
20020442,48,不合格
20020443,41,不合格
20020444,80,A
20020445,17,不合格
20020446,71,B
20020447,93,A
20020448,83,A
20020449,44,不合格
20020450,60,B
20020451,71,B
20020452,43,不合格
20020453,6,不合格
20020454,9,不合格
20020455,54,不合格
20020456,74,B
20020457,11,不合格
20020458,62,B
20020459,1,不合格
20020460,93,A
20020461,97,A
20020462,52,不合格
20020463,90,A
20020464,85,A
20020465,84,A
20020466,30,不合格
20020467,36,不合格
20020468,72,B
20020469,70,B
20020470,36,不合格
20020471,23,不合格
20020472,91,A
20020473,28,不合格
20020474,29,不合格
20020475,24,不合格
20020476,97,A
20020477,63,B
20020478,46,不合格
20020479,97,A
20020480,10,不合格
20020481,84,A
20020482,96,A
20020483,11,不合格
20020484,54,不合格
20020485,23,不合格
20020486,99,A
20020487,82,A
20020488,34,不合格
20020489,42,不合格
20020490,99,A
20020491,1,不合格
20020492,90,A
20020493,14,不合格
20020494,61,B
20020495,18,不合格
20020496,28,不合格
20020497,28,不合格
20020498,10,不合格
20020499,80,A
20020500,0,不合格
20020501,27,不合格
20020502,68,B
20020503,91,A
20020504,29,不合格
20020505,67,B
20020506,60,B
20020507,81,A
20020508,50,不合格
20020509,76,B
20020510,33,不合格
20020511,14,不合格
20020512,32,不合格
20020513,3,不合格
20020514,62,B
20020515,74,B
20020516,67,B
20020517,24,不合格
20020518,41,不合格
20020519,80,A
20020520,72,B
20020521,55,不合格
20020522,25,不合格
20020523,89,A
20020524,97,A
20020525,90,A
20020526,49,不合格
20020527,85,A
20020528,2,不合格
20020529,42,不合格
20020530,51,不合格
20020531,18,不合格
20020532,43,不合格
20020533,34,不合格
20020534,52,不合格
20020535,33,不合格
20020536,35,不合格
20020537,75,B
20020538,19,不合格
20020539,21,不合格
20020540,99,A
20020541,19,不合格
20020542,51,不合格
20020543,30,不合格
20020544,87,A
20020545,5,不合格
20020546,3,不合格
20020547,25,不合格
20020548,62,B
20020549,59,不合格
20020550,23,不合格
20020551,14,不合格
20020552,46,不合格
20020553,80,A
20020554,15,不合格
20020555,88,A
20020556,55,不合格
20020557,14,不合格
20020558,29,不合格
20020559,75,B
20020560,16,不合格
20020561,6,不合格
20020562,81,A
20020563,46,不合格
20020564,18,不合格
20020565,49,不合格
20020566,69,B
20020567,88,A
20020568,1,不合格
20020569,63,B
20020570,66,B
20020571,36,不合格
20020572,24,不合格
20020573,64,B
20020574,66,B
20020575,75,B
20020576,32,不合格
20020577,55,不合格
20020578,23,不合格
20020579,28,不合格
20020580,64,B
20020581,11,不合格
20020582,16,不合格
20020583,65,B
20020584,60,B
20020585,50,不合格
20020586,78,B
20020587,26,不合格
20020588,62,B
20020589,66,B
20020590,40,不合格
20020591,34,不合格
20020592,43,不合格
20020593,77,B
20020594,46,不合格
20020595,32,不合格
20020596,25,不合格
20020597,31,不合格
20020598,43,不合格
20020599,84,A
20020600,36,不合格
20020601,71,B
20020602,39,不合格
20020603,16,不合格
20020604,38,不合格
20020605,68,B
20020606,69,B
20020607,31,不合格
20020608,39,不合格
20020609,72,B
20020610,55,不合格
20020611,49,不合格
20020612,17,不合格
20020613,16,不合格
20020614,14,不合格
20020615,7,不合格
20020616,92,A
20020617,38,不合格
20020618,96,A
20020619,5,不合格
20020620,40,不合格
20020621,54,不合格
20020622,34,不合格
20020623,56,不合格
20020624,30,不合格
20020625,24,不合格
20020626,2,不合格
20020627,11,不合格
20020628,2,不合格
20020629,13,不合格
20020630,70,B
20020631,57,不合格
20020632,58,不合格
20020633,21,不合格
20020634,62,B
20020635,86,A
20020636,24,不合格
20020637,77,B
20020638,91,A
20020639,18,不合格
20020640,18,不合格
20020641,28,不合格
20020642,19,不合格
20020643,99,A
20020644,58,不合格
20020645,71,B
20020646,68,B
20020647,34,不合格
20020648,26,不合格
20020649,31,不合格
20020650,48,不合格
20020651,0,不合格
20020652,97,A
20020653,5,不合格
20020654,79,B
20020655,94,A
20020656,21,不合格
20020657,41,不合格
20020658,23,不合格
20020659,78,B
20020660,58,不合格
20020661,5,不合格
20020662,22,不合格
20020663,44,不合格
20020664,81,A
20020665,30,不合格
20020666,26,不合格
20020667,25,不合格
20020668,11,不合格
20020669,64,B
20020670,66,B
20020671,72,B
20020672,79,B
20020673,36,不合格
20020674,49,不合格
20020675,18,不合格
20020676,42,不合格
20020677,61,B
20020678,28,不合格
20020679,29,不合格
20020680,43,不合格
20020681,84,A
20020682,55,不合格
20020683,50,不合格
20020684,72,B
20020685,30,不合格
20020686,19,不合格
20020687,79,B
20020688,52,不合格
20020689,22,不合格
20020690,1,不合格
20020691,84,A
20020692,5,不合格
20020693,81,A
20020694,54,不合格
20020695,20,不合格
20020696,96,A
20020697,98,A
20020698,45,不合格
20020699,67,B
20020700,97,A
20020701,99,A
20020702,31,不合格
20020703,33,不合格
20020704,58,不合格
20020705,65,B
20020706,34,不合格
20020707,76,B
20020708,57,不合格
20020709,37,不合格
20020710,23,不合格
20020711,0,不合格
20020712,18,不合格
20020713,30,不合格
20020714,7,不合格
20020715,87,A
20020716,3,不合格
20020717,39,不合格
20020718,46,不合格
20020719,65,B
20020720,51,不合格
20020721,44,不合格
20020722,79,B
20020723,68,B
20020724,18,不合格
20020725,16,不合格
20020726,75,B
20020727,25,不合格
20020728,44,不合格
20020729,56,不合格
20020730,23,不合格
20020731,23,不合格
20020732,49,不合格
20020733,55,不合格
20020734,56,不合格
20020735,19,不合格
20020736,16,不合格
20020737,21,不合格
20020738,73,B
20020739,78,B
20020740,64,B
20020741,29,不合格
20020742,5,不合格
20020743,32,不合格
20020744,27,不合格
20020745,46,不合格
20020746,88,A
20020747,12,不合格
20020748,75,B
20020749,73,B
20020750,40,不合格
20020751,79,B
20020752,13,不合格
20020753,28,不合格
20020754,85,A
20020755,28,不合格
20020756,21,不合格
20020757,64,B
20020758,63,B
20020759,78,B
20020760,18,不合格
20020761,52,不合格
20020762,53,不合格
20020763,60,B
20020764,51,不合格
20020765,25,不合格
20020766,3,不合格
20020767,55,不合格
20020768,75,B
20020769,62,B
20020770,31,不合格
20020771,87,A
20020772,0,不合格
20020773,29,不合格
20020774,17,不合格
20020775,24,不合格
20020776,91,A
20020777,61,B
20020778,62,B
20020779,21,不合格
20020780,19,不合格
20020781,0,不合格
20020782,97,A
20020783,2,不合格
20020784,84,A
20020785,32,不合格
20020786,69,B
20020787,43,不合格
20020788,17,不合格
20020789,68,B
20020790,44,不合格
20020791,30,不合格
20020792,23,不合格
20020793,33,不合格
20020794,82,A
20020795,73,B
20020796,79,B
20020797,24,不合格
20020798,92,A
20020799,53,不合格
20020800,25,不合格
20020801,79,B
20020802,36,不合格
20020803,11,不合格
20020804,90,A
20020805,35,不合格
20020806,22,不合格
20020807,55,不合格
20020808,6,不合格
20020809,84,A
20020810,66,B
20020811,17,不合格
20020812,55,不合格
20020813,55,不合格
20020814,39,不合格
20020815,12,不合格
20020816,59,不合格
20020817,45,不合格
20020818,37,不合格
20020819,95,A
20020820,52,不合格
20020821,91,A
20020822,41,不合格
20020823,56,不合格
20020824,53,不合格
20020825,46,不合格
20020826,10,不合格
20020827,21,不合格
20020828,74,B
20020829,46,不合格
20020830,64,B
20020831,72,B
20020832,25,不合格
20020833,33,不合格
20020834,21,不合格
20020835,85,A
20020836,82,A
20020837,9,不合格
20020838,30,不合格
20020839,61,B
20020840,10,不合格
20020841,0,不合格
20020842,49,不合格
20020843,61,B
20020844,94,A
20020845,76,B
20020846,3,不合格
20020847,62,B
20020848,36,不合格
20020849,65,B
20020850,20,不合格
20020851,27,不合格
20020852,5,不合格
20020853,92,A
20020854,55,不合格
20020855,20,不合格
20020856,13,不合格
20020857,85,A
20020858,43,不合格
20020859,79,B
20020860,78,B
20020861,41,不合格
20020862,17,不合格
20020863,97,A
20020864,87,A
20020865,38,不合格
20020866,6,不合格
20020867,43,不合格
20020868,11,不合格
20020869,19,不合格
20020870,36,不合格
20020871,16,不合格
20020872,24,不合格
20020873,46,不合格
20020874,78,B
20020875,5,不合格
20020876,45,不合格
20020877,79,B
20020878,13,不合格
20020879,57,不合格
20020880,45,不合格
20020881,71,B
20020882,20,不合格
20020883,66,B
20020884,27,不合格
20020885,15,不合格
20020886,62,B
20020887,48,不合格
20020888,24,不合格
20020889,33,不合格
20020890,92,A
20020891,26,不合格
20020892,15,不合格
20020893,92,A
20020894,78,B
20020895,8,不合格
20020896,56,不合格
20020897,10,不合格
20020898,21,不合格
20020899,78,B
20020900,74,B
20020901,85,A
20020902,99,A
20020903,11,不合格
20020904,96,A
20020905,67,B
20020906,4,不合格
20020907,62,B
20020908,26,不合格
20020909,66,B
20020910,38,不合格
20020911,70,B
20020912,57,不合格
20020913,78,B
20020914,39,不合格
20020915,80,A
20020916,22,不合格
20020917,53,不合格
20020918,45,不合格
20020919,69,B
20020920,73,B
20020921,35,不合格
20020922,12,不合格
20020923,42,不合格
20020924,60,B
20020925,24,不合格
20020926,71,B
20020927,95,A
20020928,69,B
20020929,4,不合格
20020930,29,不合格
20020931,30,不合格
20020932,12,不合格
20020933,91,A
20020934,63,B
20020935,26,不合格
20020936,16,不合格
20020937,85,A
20020938,94,A
20020939,60,B
20020940,24,不合格
20020941,26,不合格
20020942,76,B
20020943,48,不合格
20020944,59,不合格
20020945,22,不合格
20020946,6,不合格
20020947,27,不合格
20020948,30,不合格
20020949,67,B
20020950,92,A
20020951,80,A
20020952,91,A
20020953,92,A
20020954,1,不合格
20020955,49,不合格
20020956,85,A
20020957,16,不合格
20020958,6,不合格
20020959,71,B
20020960,34,不合格
20020961,80,A
20020962,98,A
20020963,82,A
20020964,2,不合格
20020965,8,不合格
20020966,86,A
20020967,81,A
20020968,32,不合格
20020969,14,不合格
20020970,4,不合格
20020971,50,不合格
20020972,7,不合格
20020973,95,A
20020974,58,不合格
20020975,53,不合格
20020976,50,不合格
20020977,23,不合格
20020978,1,不合格
20020979,29,不合格
20020980,34,不合格
20020981,7,不合格
20020982,24,不合格
20020983,22,不合格
20020984,48,不合格
20020985,28,不合格
20020986,33,不合格
20020987,75,B
20020988,9,不合格
20020989,58,不合格
20020990,95,A
20020991,31,不合格
20020992,16,不合格
20020993,38,不合格
20020994,65,B
20020995,52,不合格
20020996,2,不合格
20020997,89,A
20020998,68,B
20020999,30,不合格
20021000,25,不合格
20021001,42,不合格
20021002,54,不合格
20021003,98,A
20021004,68,B
20021005,65,B
20021006,32,不合格
20021007,35,不合格
20021008,45,不合格
20021009,28,不合格
20021010,84,A
20021011,26,不合格
20021012,0,不合格
20021013,46,不合格
20021014,46,不合格
20021015,27,不合格
20021016,23,不合格
20021017,76,B
20021018,47,不合格
20021019,34,不合格
20021020,42,不合格
20021021,84,A
20021022,34,不合格
20021023,28,不合格
20021024,97,A
20021025,76,B
20021026,63,B
20021027,17,不合格
20021028,93,A
20021029,23,不合格
20021030,42,不合格
20021031,93,A
20021032,99,A
20021033,82,A
20021034,24,不合格
20021035,75,B
20021036,17,不合格
20021037,55,不合格
20021038,80,A
20021039,84,A
20021040,8,不合格
20021041,89,A
20021042,3,不合格
20021043,88,A
20021044,99,A
20021045,31,不合格
20021046,4,不合格
20021047,59,不合格
20021048,56,不合格
20021049,25,不合格
20021050,94,A
20021051,2,不合格
20021052,31,不合格
20021053,99,A
20021054,28,不合格
20021055,65,B
20021056,72,B
20021057,44,不合格
20021058,1,不合格
20021059,21,不合格
20021060,17,不合格
20021061,73,B
20021062,77,B
20021063,7,不合格
20021064,15,不合格
20021065,55,不合格
20021066,67,B
20021067,7,不合格
20021068,20,不合格
20021069,46,不合格
20021070,9,不合格
20021071,37,不合格
20021072,7,不合格
20021073,62,B
20021074,75,B
20021075,85,A
20021076,27,不合格
20021077,8,不合格
20021078,87,A
20021079,67,B
20021080,78,B
20021081,68,B
20021082,2,不合格
20021083,45,不合格
20021084,5,不合格
20021085,78,B
20021086,99,A
20021087,75,B
20021088,9,不合格
20021089,51,不合格
20021090,63,B
20021091,89,A
20021092,13,不合格
20021093,27,不合格
20021094,75,B
20021095,27,不合格
20021096,40,不合格
20021097,16,不合格
20021098,77,B
20021099,77,B
20021100,92,A
20021101,10,不合格
20021102,46,不合格
20021103,30,不合格
20021104,27,不合格
20021105,48,不合格
20021106,54,不合格
20021107,66,B
20021108,73,B
20021109,35,不合格
20021110,78,B
20021111,19,不合格
20021112,19,不合格
20021113,25,不合格
20021114,22,不合格
20021115,92,A
20021116,43,不合格
20021117,3,不合格
20021118,33,不合格
20021119,65,B
20021120,40,不合格
20021121,21,不合格
20021122,54,不合格
20021123,2,不合格
20021124,19,不合格
20021125,43,不合格
20021126,11,不合格
20021127,74,B
20021128,9,不合格
20021129,54,不合格
20021130,28,不合格
20021131,98,A
20021132,58,不合格
20021133,90,A
20021134,22,不合格
20021135,57,不合格
20021136,82,A
20021137,57,不合格
20021138,20,不合格
20021139,86,A
20021140,73,B
20021141,96,A
20021142,10,不合格
20021143,97,A
20021144,49,不合格
20021145,46,不合格
20021146,55,不合格
20021147,83,A
20021148,41,不合格
20021149,27,不合格
20021150,80,A
20021151,82,A
20021152,97,A
20021153,75,B
20021154,91,A
20021155,2,不合格
20021156,80,A
20021157,85,A
20021158,2,不合格
20021159,65,B
20021160,61,B
20021161,35,不合格
20021162,82,A
20021163,54,不合格
20021164,32,不合格
20021165,71,B
20021166,73,B
20021167,47,不合格
20021168,7,不合格
20021169,17,不合格
20021170,44,不合格
20021171,66,B
20021172,10,不合格
20021173,93,A
20021174,50,不合格
20021175,16,不合格
20021176,14,不合格
20021177,33,不合格
20021178,7,不合格
20021179,89,A
20021180,9,不合格
20021181,15,不合格
20021182,68,B
20021183,24,不合格
20021184,61,B
20021185,1,不合格
20021186,34,不合格
20021187,7,不合格
20021188,28,不合格
20021189,83,A
20021190,13,不合格
20021191,50,不合格
20021192,77,B
20021193,69,B
20021194,49,不合格
20021195,98,A
20021196,4,不合格
20021197,43,不合格
20021198,5,不合格
20021199,89,A
20021200,0,不合格
20021201,53,不合格
20021202,90,A
20021203,26,不合格
20021204,14,不合格
20021205,10,不合格
20021206,63,B
20021207,80,A
20021208,71,B
20021209,29,不合格
20021210,11,不合格
20021211,47,不合格
20021212,21,不合格
20021213,11,不合格
20021214,80,A
20021215,71,B
20021216,97,A
20021217,5,不合格
20021218,65,B
20021219,80,A
20021220,76,B
20021221,99,A
20021222,89,A
20021223,65,B
20021224,29,不合格
20021225,41,不合格
20021226,5,不合格
20021227,4,不合格
20021228,73,B
20021229,3,不合格
20021230,87,A
20021231,93,A
20021232,38,不合格
20021233,27,不合格
20021234,73,B
20021235,89,A
20021236,68,B
20021237,65,B
20021238,9,不合格
20021239,47,不合格
20021240,54,不合格
20021241,82,A
20021242,33,不合格
20021243,96,A
20021244,25,不合格
20021245,18,不合格
20021246,16,不合格
20021247,56,不合格
20021248,0,不合格
20021249,31,不合格
20021250,16,不合格
20021251,9,不合格
20021252,46,不合格
20021253,84,A
20021254,87,A
20021255,79,B
20021256,9,不合格
20021257,88,A
20021258,78,B
20021259,64,B
20021260,72,B
20021261,67,B
20021262,2,不合格
20021263,55,不合格
20021264,36,不合格
20021265,66,B
20021266,55,不合格
20021267,49,不合格
20021268,46,不合格
20021269,61,B
20021270,32,不合格
20021271,28,不合格
20021272,29,不合格
20021273,26,不合格
20021274,31,不合格
20021275,15,不合格
20021276,96,A
20021277,28,不合格
20021278,61,B
20021279,2,不合格
20021280,82,A
20021281,97,A
20021282,33,不合格
20021283,67,B
20021284,17,不合格
20021285,66,B
20021286,50,不合格
20021287,31,不合格
20021288,72,B
20021289,74,B
20021290,54,不合格
20021291,60,B
20021292,6,不合格
20021293,55,不合格
20021294,12,不合格
20021295,64,B
20021296,86,A
20021297,77,B
20021298,86,A
20021299,93,A
20021300,38,不合格
20021301,94,A
20021302,2,不合格
20021303,71,B
20021304,64,B
20021305,56,不合格
